Date,City,Venue,season,MatchNumber,Team1,Team2,TossWon,TossDecision,team,over,batter,bowler,runs_batter,runs_total,extras,player_out,kind,wicket
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,1,SC Ganguly,P Kumar,0,1,1,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,1,BB McCullum,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,1,BB McCullum,P Kumar,0,1,1,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,1,BB McCullum,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,1,BB McCullum,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,1,BB McCullum,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,1,BB McCullum,P Kumar,0,1,1,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,2,BB McCullum,Z Khan,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,2,BB McCullum,Z Khan,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,2,BB McCullum,Z Khan,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,2,BB McCullum,Z Khan,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,2,BB McCullum,Z Khan,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,2,BB McCullum,Z Khan,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,3,SC Ganguly,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,3,SC Ganguly,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,3,SC Ganguly,P Kumar,0,1,1,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,3,BB McCullum,P Kumar,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,3,BB McCullum,P Kumar,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,3,SC Ganguly,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,4,BB McCullum,AA Noffke,0,5,5,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,4,BB McCullum,AA Noffke,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,4,BB McCullum,AA Noffke,0,1,1,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,4,SC Ganguly,AA Noffke,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,4,SC Ganguly,AA Noffke,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,4,SC Ganguly,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,4,BB McCullum,AA Noffke,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,5,SC Ganguly,P Kumar,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,5,SC Ganguly,P Kumar,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,5,BB McCullum,P Kumar,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,5,BB McCullum,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,5,BB McCullum,P Kumar,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,5,SC Ganguly,P Kumar,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,6,BB McCullum,Z Khan,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,6,SC Ganguly,Z Khan,0,0,0,,,caught
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,6,RT Ponting,Z Khan,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,6,RT Ponting,Z Khan,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,6,RT Ponting,Z Khan,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,6,RT Ponting,Z Khan,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,7,BB McCullum,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,7,RT Ponting,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,7,BB McCullum,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,7,RT Ponting,AA Noffke,2,2,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,7,RT Ponting,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,7,BB McCullum,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,8,BB McCullum,Z Khan,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,8,BB McCullum,Z Khan,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,8,RT Ponting,Z Khan,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,8,BB McCullum,Z Khan,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,8,RT Ponting,Z Khan,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,8,BB McCullum,Z Khan,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,9,BB McCullum,JH Kallis,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,9,BB McCullum,JH Kallis,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,9,BB McCullum,JH Kallis,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,9,BB McCullum,JH Kallis,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,9,RT Ponting,JH Kallis,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,9,BB McCullum,JH Kallis,2,2,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,10,RT Ponting,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,10,BB McCullum,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,10,RT Ponting,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,10,BB McCullum,SB Joshi,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,10,BB McCullum,SB Joshi,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,10,BB McCullum,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,11,BB McCullum,JH Kallis,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,11,RT Ponting,JH Kallis,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,11,RT Ponting,JH Kallis,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,11,RT Ponting,JH Kallis,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,11,RT Ponting,JH Kallis,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,11,RT Ponting,JH Kallis,0,4,4,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,12,BB McCullum,SB Joshi,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,12,BB McCullum,SB Joshi,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,12,BB McCullum,SB Joshi,2,2,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,12,BB McCullum,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,12,RT Ponting,SB Joshi,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,12,RT Ponting,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,13,RT Ponting,JH Kallis,0,0,0,,,caught
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,13,BB McCullum,JH Kallis,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,13,BB McCullum,JH Kallis,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,13,BB McCullum,JH Kallis,2,2,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,13,BB McCullum,JH Kallis,0,1,1,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,13,BB McCullum,JH Kallis,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,13,BB McCullum,JH Kallis,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,14,BB McCullum,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,14,DJ Hussey,SB Joshi,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,14,DJ Hussey,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,14,BB McCullum,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,14,DJ Hussey,SB Joshi,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,14,BB McCullum,SB Joshi,2,2,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,15,DJ Hussey,CL White,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,15,DJ Hussey,CL White,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,15,BB McCullum,CL White,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,15,BB McCullum,CL White,4,4,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,15,BB McCullum,CL White,0,2,2,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,15,DJ Hussey,CL White,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,15,BB McCullum,CL White,6,6,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,16,DJ Hussey,AA Noffke,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,16,DJ Hussey,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,16,BB McCullum,AA Noffke,2,2,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,16,BB McCullum,AA Noffke,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,16,BB McCullum,AA Noffke,1,1,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,16,DJ Hussey,AA Noffke,0,0,0,,,
2008-04-18,Bangalore,M Chinnaswamy Stadium,2007/08,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,17,BB McCullum,Z Khan,1,1,0,,,
